deviceisbot,screensize,type,devicetype,useragent,objecttype,eventname,timedelta,viewportsize
false,1080x2158,View,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Category Suggestion Viewed,0:00:00,Null
false,1080x2110,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:07,Null
false,1080x1794,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2196,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1423,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1423,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x1920,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1467,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,720x1467,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1242x2688,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1284x2778,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:14,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:05,Null
false,720x1423,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1080x2196,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2032,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2179,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:08,Null
false,1080x2131,Click,mobile,Android-Pulse-Tracker/8.0.1,RecommendationItem,Click on Last Search Widget,0:00:00,Null
false,720x1423,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x1794,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1448,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2158,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2158,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Click UIElement,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1080x2153,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,750x1334,Engagement,mobile,iOSSPTTracker1.0.1,Message,User sends message by clicking template,0:00:00,Null
false,1242x2688,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:10,Null
false,720x1423,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1080x2132,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1423,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1448,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1467,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x1776,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,modifica o aggiunta elementi al messaggio,0:00:00,Null
false,1080x2158,View,mobile,Android-Pulse-Tracker/8.0.1,Form,Ad Insertion Form Viewed,0:00:00,Null
false,1080x2158,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2186,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,modifica o aggiunta elementi al messaggio,0:00:00,Null
false,720x1423,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,720x1448,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x1776,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2158,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1284x2778,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x1794,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2150,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1080x2153,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1080x2153,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,1080x1920,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration input trigger,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2153,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2058,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2110,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,828x1792,Close,mobile,iOSSPTTracker1.0.1,Conversation,Conversation Close,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2040,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,828x1792,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2139,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,modifica o aggiunta elementi al messaggio,0:00:00,Null
false,1080x2153,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,1080x2040,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1358,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1284x2778,Engagement,mobile,iOSSPTTracker1.0.1,Message,User click in send button reply conversation,0:00:09,Null
false,1080x2153,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,750x1624,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2107,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1170x2532,Close,mobile,iOSSPTTracker1.0.1,Conversation,Conversation Close,0:00:00,Null
false,750x1624,Close,mobile,iOSSPTTracker1.0.1,Conversation,Conversation Close,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2107,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1382,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2150,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1080x2139,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1382,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,720x1450,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2153,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1450,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1080x2094,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2153,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User sends message by clicking template,0:00:00,Null
false,1170x2532,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2153,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,750x1334,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2107,View,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Show integration input trigger,0:00:00,Null
false,750x1334,Close,mobile,iOSSPTTracker1.0.1,Conversation,Conversation Close,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,750x1334,Close,mobile,iOSSPTTracker1.0.1,Conversation,Conversation Close,0:00:00,Null
false,720x1440,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1080x2199,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2107,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2110,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,1125x2436,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2107,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,720x1515,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2135,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2139,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1382,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x2130,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,960x2079,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2153,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1440,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,828x1792,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:11,Null
false,1125x2436,Click,mobile,iOSSPTTracker1.0.1,RecommendationItem,Recommendation widget clicked,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1450,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1125x2436,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,828x1792,Click,mobile,iOSSPTTracker1.0.1,RecommendationItem,Recommendation widget clicked,0:00:00,Null
false,1080x2153,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2107,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1382,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2058,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2150,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1080x2150,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,720x1382,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,720x1440,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1242x2688,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2139,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2192,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,960x2079,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:12,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2130,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1170x2532,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x1812,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,Close,mobile,iOSSPTTracker1.0.1,Conversation,Conversation Close,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2199,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Click on Search Bar,0:00:00,Null
false,1080x2043,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,750x1624,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1382,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1440,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2199,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Click on Search Bar,0:00:00,Null
false,1080x2150,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2128,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1450,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,720x1280,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Click on Search Bar,0:00:00,Null
false,750x1624,Close,mobile,iOSSPTTracker1.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x2150,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,750x1624,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,720x1369,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x2150,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,1080x2180,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2153,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,720x1440,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,MessageTemplate,Show template,0:00:00,Null
false,1080x2040,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1080x2192,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x1812,Click,mobile,Android-Pulse-Tracker/8.0.1,RecommendationItem,Click on Last Seen Widget,0:00:00,Null
false,720x1440,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
